timestamp,price,demand,temp_air,pv_power,pv_power_forecast_1h,pv_power_forecast_2h,pv_power_forecast_24h,pv_power_basic
2023-04-01 05:15:00+00:00,30.30186,671.37,18.0,4.976,4.781,3.37,9.956,674979.9912761329
2023-04-01 05:20:00+00:00,116.90751,692.42,18.0,4.976,4.781,3.37,9.956,674979.9912761329
2023-04-01 05:25:00+00:00,51.552,696.07,18.0,4.976,4.781,3.37,9.956,674979.9912761329
2023-04-01 05:30:00+00:00,52.61047,682.05,17.8,4.979,2.461,1.942,9.135,652919.3830479467
2023-04-01 05:35:00+00:00,96.47619,713.04,17.8,4.979,2.461,1.942,9.135,652919.3830479467
2023-04-01 05:40:00+00:00,93.07959,710.6,17.8,4.979,2.461,1.942,9.135,652919.3830479467
2023-04-01 05:45:00+00:00,59.43229,702.88,17.8,4.979,2.461,1.942,9.135,652919.3830479467
2023-04-01 05:50:00+00:00,52.17459,726.72,17.8,4.979,2.461,1.942,9.135,652919.3830479467
2023-04-01 05:55:00+00:00,53.03053,766.61,17.8,4.979,2.461,1.942,9.135,652919.3830479467
2023-04-01 06:00:00+00:00,53.46785,820.11,17.8,4.48,3.198,0.713,8.127,665563.9884107994
2023-04-01 06:05:00+00:00,65.02503,842.68,17.8,4.48,3.198,0.713,8.127,665563.9884107994
2023-04-01 06:10:00+00:00,87.98251,844.44,17.8,4.48,3.198,0.713,8.127,665563.9884107994
2023-04-01 06:15:00+00:00,113.33488,846.51,17.8,4.48,3.198,0.713,8.127,665563.9884107994
2023-04-01 06:20:00+00:00,124.93717,926.49,17.8,4.48,3.198,0.713,8.127,665563.9884107994
2023-04-01 06:25:00+00:00,140.72687,919.16,17.8,4.48,3.198,0.713,8.127,665563.9884107994
2023-04-01 06:30:00+00:00,138.41286,901.31,17.4,4.619,2.998,0.236,6.753,568375.8737367761
2023-04-01 06:35:00+00:00,86.88026,916.85,17.4,4.619,2.998,0.236,6.753,568375.8737367761
2023-04-01 06:40:00+00:00,93.56071,969.12,17.4,4.619,2.998,0.236,6.753,568375.8737367761
2023-04-01 06:45:00+00:00,121.24004,962.42,17.4,4.619,2.998,0.236,6.753,568375.8737367761
2023-04-01 06:50:00+00:00,157.43821,992.29,17.4,4.619,2.998,0.236,6.753,568375.8737367761
2023-04-01 06:55:00+00:00,179.43886,1013.88,17.4,4.619,2.998,0.236,6.753,568375.8737367761
2023-04-01 07:00:00+00:00,157.33123,1023.19,16.7,4.26,0.846,0.0,5.156,468871.5689519988
2023-04-01 07:05:00+00:00,158.35709,1023.61,16.7,4.26,0.846,0.0,5.156,468871.5689519988
2023-04-01 07:10:00+00:00,157.62159,1039.22,16.7,4.26,0.846,0.0,5.156,468871.5689519988
2023-04-01 07:15:00+00:00,205.1131,1056.51,16.7,4.26,0.846,0.0,5.156,468871.5689519988
2023-04-01 07:20:00+00:00,135.60858,1075.62,16.7,4.26,0.846,0.0,5.156,468871.5689519988
2023-04-01 07:25:00+00:00,217.44679,1123.86,16.7,4.26,0.846,0.0,5.156,468871.5689519988
2023-04-01 07:30:00+00:00,224.66095,1140.59,16.7,1.811,0.316,0.0,3.674,326388.921599747
2023-04-01 07:35:00+00:00,132.04343,1142.61,16.7,1.811,0.316,0.0,3.674,326388.921599747
2023-04-01 07:40:00+00:00,139.43342,1170.49,16.7,1.811,0.316,0.0,3.674,326388.921599747
2023-04-01 07:45:00+00:00,137.51073,1193.61,16.7,1.811,0.316,0.0,3.674,326388.921599747
2023-04-01 07:50:00+00:00,150.76641,1222.11,16.7,1.811,0.316,0.0,3.674,326388.921599747
2023-04-01 07:55:00+00:00,156.44374,1237.03,16.7,1.811,0.316,0.0,3.674,326388.921599747
2023-04-01 08:00:00+00:00,157.37902,1242.54,16.7,0.674,0.0,0.0,2.112,182019.44079125384
2023-04-01 08:05:00+00:00,156.00716,1252.89,16.7,0.674,0.0,0.0,2.112,182019.44079125384
2023-04-01 08:10:00+00:00,157.22482,1288.53,16.7,0.674,0.0,0.0,2.112,182019.44079125384
2023-04-01 08:15:00+00:00,242.97934,1307.35,16.7,0.674,0.0,0.0,2.112,182019.44079125384
2023-04-01 08:20:00+00:00,248.00004,1323.15,16.7,0.674,0.0,0.0,2.112,182019.44079125384
2023-04-01 08:25:00+00:00,137.8,1356.77,16.7,0.674,0.0,0.0,2.112,182019.44079125384
2023-04-01 08:30:00+00:00,128.40352,1371.02,15.5,0.142,0.0,0.0,0.575,49149.83892226382
2023-04-01 08:35:00+00:00,258.48475,1356.59,15.5,0.142,0.0,0.0,0.575,49149.83892226382
2023-04-01 08:40:00+00:00,256.18839,1368.45,15.5,0.142,0.0,0.0,0.575,49149.83892226382
2023-04-01 08:45:00+00:00,172.44,1369.14,15.5,0.142,0.0,0.0,0.575,49149.83892226382
2023-04-01 08:50:00+00:00,153.82939,1367.96,15.5,0.142,0.0,0.0,0.575,49149.83892226382
2023-04-01 08:55:00+00:00,149.48692,1390.68,15.5,0.142,0.0,0.0,0.575,49149.83892226382
2023-04-01 09:00:00+00:00,117.18115,1397.8,15.3,0.0,0.0,0.0,0.0,342.02765416059697
2023-04-01 09:05:00+00:00,143.01581,1390.17,15.3,0.0,0.0,0.0,0.0,342.02765416059697
2023-04-01 09:10:00+00:00,120.44,1402.87,15.3,0.0,0.0,0.0,0.0,342.02765416059697
2023-04-01 09:15:00+00:00,120.44,1396.45,15.3,0.0,0.0,0.0,0.0,342.02765416059697
2023-04-01 09:20:00+00:00,109.52,1400.33,15.3,0.0,0.0,0.0,0.0,342.02765416059697
2023-04-01 09:25:00+00:00,89.30004,1402.61,15.3,0.0,0.0,0.0,0.0,342.02765416059697
2023-04-01 09:30:00+00:00,87.05133,1390.34,14.4,0.0,0.0,0.0,0.0,0.0
2023-04-01 09:35:00+00:00,114.60114,1404.37,14.4,0.0,0.0,0.0,0.0,0.0
2023-04-01 09:40:00+00:00,104.61774,1389.34,14.4,0.0,0.0,0.0,0.0,0.0
2023-04-01 09:45:00+00:00,94.57156,1401.64,14.4,0.0,0.0,0.0,0.0,0.0
2023-04-01 09:50:00+00:00,122.43999,1398.77,14.4,0.0,0.0,0.0,0.0,0.0
2023-04-01 09:55:00+00:00,130.81142,1405.62,14.4,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:00:00+00:00,106.99602,1397.9,13.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:05:00+00:00,124.04609,1389.13,13.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:10:00+00:00,107.23228,1384.84,13.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:15:00+00:00,107.90191,1380.36,13.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:20:00+00:00,91.94392,1376.59,13.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:25:00+00:00,108.92,1390.56,13.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:30:00+00:00,99.34034,1356.79,13.1,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:35:00+00:00,101.13773,1347.36,13.1,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:40:00+00:00,102.97645,1373.94,13.1,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:45:00+00:00,102.42975,1367.07,13.1,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:50:00+00:00,100.56548,1357.77,13.1,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:55:00+00:00,89.41644,1342.88,13.1,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:00:00+00:00,89.91378,1378.77,13.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:05:00+00:00,95.36877,1358.56,13.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:10:00+00:00,94.06196,1341.87,13.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:15:00+00:00,96.65345,1373.5,13.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:20:00+00:00,96.06851,1367.28,13.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:25:00+00:00,120.44,1346.68,13.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:30:00+00:00,98.26622,1342.47,12.7,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:35:00+00:00,107.62073,1330.02,12.7,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:40:00+00:00,82.64339,1322.96,12.7,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:45:00+00:00,101.02436,1307.88,12.7,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:50:00+00:00,100.44809,1277.65,12.7,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:55:00+00:00,98.54893,1275.14,12.7,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:00:00+00:00,97.20282,1282.67,11.9,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:05:00+00:00,101.10326,1281.43,11.9,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:10:00+00:00,108.70655,1291.43,11.9,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:15:00+00:00,99.1724,1295.67,11.9,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:20:00+00:00,96.05267,1291.09,11.9,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:25:00+00:00,95.50496,1288.21,11.9,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:30:00+00:00,94.54601,1275.42,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:35:00+00:00,89.45334,1284.24,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:40:00+00:00,96.58188,1282.98,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:45:00+00:00,93.03079,1263.89,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:50:00+00:00,93.28815,1243.14,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:55:00+00:00,93.78561,1239.25,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:00:00+00:00,95.22799,1237.27,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:05:00+00:00,93.44936,1235.28,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:10:00+00:00,103.02178,1231.42,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:15:00+00:00,105.79436,1247.68,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:20:00+00:00,102.99518,1236.16,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:25:00+00:00,98.45491,1207.99,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:30:00+00:00,100.03123,1231.96,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:35:00+00:00,127.8896,1324.05,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:40:00+00:00,128.61439,1332.01,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:45:00+00:00,111.45695,1329.47,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:50:00+00:00,110.24,1327.23,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:55:00+00:00,109.66217,1332.61,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:00:00+00:00,103.64536,1310.42,11.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:05:00+00:00,110.50067,1307.99,11.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:10:00+00:00,112.02883,1324.07,11.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:15:00+00:00,104.37295,1327.36,11.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:20:00+00:00,104.68173,1345.79,11.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:25:00+00:00,103.67152,1336.57,11.6,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:30:00+00:00,95.65646,1349.68,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:35:00+00:00,104.2538,1340.44,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:40:00+00:00,107.07833,1369.13,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:45:00+00:00,95.93238,1342.2,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:50:00+00:00,97.87768,1342.41,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:55:00+00:00,97.54859,1343.61,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:00:00+00:00,97.01159,1318.54,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:05:00+00:00,107.14519,1306.25,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:10:00+00:00,106.51757,1297.66,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:15:00+00:00,107.14337,1303.34,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:20:00+00:00,103.93637,1278.09,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:25:00+00:00,94.29322,1268.9,11.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:30:00+00:00,92.35335,1241.67,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:35:00+00:00,123.69389,1243.95,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:40:00+00:00,101.12277,1236.87,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:45:00+00:00,108.1949,1227.9,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:50:00+00:00,112.34195,1239.52,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:55:00+00:00,99.99213,1209.76,12.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:00:00+00:00,88.59673,1217.3,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:05:00+00:00,120.44,1213.52,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:10:00+00:00,124.85807,1191.15,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:15:00+00:00,106.89809,1180.27,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:20:00+00:00,103.96974,1178.86,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:25:00+00:00,107.65864,1194.67,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:30:00+00:00,106.77638,1172.0,12.5,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:35:00+00:00,104.77896,1171.33,12.5,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:40:00+00:00,105.75919,1162.33,12.5,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:45:00+00:00,103.68256,1148.29,12.5,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:50:00+00:00,104.586,1138.29,12.5,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:55:00+00:00,106.26079,1147.34,12.5,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:00:00+00:00,106.2141,1140.78,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:05:00+00:00,105.26791,1149.4,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:10:00+00:00,102.41963,1143.26,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:15:00+00:00,105.6417,1140.88,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:20:00+00:00,105.5042,1120.42,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:25:00+00:00,106.73056,1129.72,12.3,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:30:00+00:00,107.96742,1120.08,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:35:00+00:00,120.44,1121.85,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:40:00+00:00,125.45585,1130.42,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:45:00+00:00,125.23521,1108.19,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:50:00+00:00,123.96521,1100.73,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:55:00+00:00,128.49894,1093.92,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:00:00+00:00,125.87195,1085.77,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:05:00+00:00,125.34411,1096.89,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:10:00+00:00,131.88144,1093.18,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:15:00+00:00,129.66138,1105.9,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:20:00+00:00,127.59451,1108.75,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:25:00+00:00,126.99894,1089.46,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:30:00+00:00,131.87664,1090.91,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:35:00+00:00,126.33739,1090.96,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:40:00+00:00,127.68639,1104.63,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:45:00+00:00,131.33046,1094.75,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:50:00+00:00,126.45838,1111.21,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:55:00+00:00,122.78454,1097.96,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:00:00+00:00,123.33646,1095.33,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:05:00+00:00,125.33971,1104.1,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:10:00+00:00,124.59268,1088.89,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:15:00+00:00,123.33845,1093.75,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:20:00+00:00,122.20008,1095.19,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:25:00+00:00,123.99827,1096.32,12.2,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:30:00+00:00,125.12925,1092.11,12.3,0.0,0.0,0.272,0.0,0.0
2023-04-01 19:35:00+00:00,110.09569,1089.71,12.3,0.0,0.0,0.272,0.0,0.0
2023-04-01 19:40:00+00:00,110.44235,1079.0,12.3,0.0,0.0,0.272,0.0,0.0
2023-04-01 19:45:00+00:00,113.76988,1083.71,12.3,0.0,0.0,0.272,0.0,0.0
2023-04-01 19:50:00+00:00,115.64931,1110.89,12.3,0.0,0.0,0.272,0.0,0.0
2023-04-01 19:55:00+00:00,116.26468,1112.97,12.3,0.0,0.0,0.272,0.0,0.0
2023-04-01 20:00:00+00:00,134.37656,1108.74,12.2,0.0,0.0,1.739,0.0,0.0
2023-04-01 20:05:00+00:00,135.63431,1110.72,12.2,0.0,0.0,1.739,0.0,0.0
2023-04-01 20:10:00+00:00,136.21698,1118.02,12.2,0.0,0.0,1.739,0.0,0.0
2023-04-01 20:15:00+00:00,137.73273,1113.56,12.2,0.0,0.0,1.739,0.0,0.0
2023-04-01 20:20:00+00:00,138.05304,1110.83,12.2,0.0,0.0,1.739,0.0,0.0
2023-04-01 20:25:00+00:00,138.4559,1130.34,12.2,0.0,0.0,1.739,0.0,0.0
2023-04-01 20:30:00+00:00,139.22589,1134.45,12.1,0.0,0.272,3.47,0.0,0.0
2023-04-01 20:35:00+00:00,139.95685,1148.89,12.1,0.0,0.272,3.47,0.0,0.0
2023-04-01 20:40:00+00:00,139.9043,1158.72,12.1,0.0,0.272,3.47,0.0,0.0
2023-04-01 20:45:00+00:00,138.39319,1148.25,12.1,0.0,0.272,3.47,0.0,0.0
2023-04-01 20:50:00+00:00,139.89755,1161.64,12.1,0.0,0.272,3.47,0.0,0.0
2023-04-01 20:55:00+00:00,139.8754,1158.4,12.1,0.0,0.272,3.47,0.0,0.0
2023-04-01 21:00:00+00:00,129.66128,1166.53,12.2,0.0,1.7,5.141,0.0,0.1117216911430845
2023-04-01 21:05:00+00:00,137.84342,1159.2,12.2,0.0,1.7,5.141,0.0,0.1117216911430845
2023-04-01 21:10:00+00:00,119.54825,1145.1,12.2,0.0,1.7,5.141,0.0,0.1117216911430845
2023-04-01 21:15:00+00:00,101.99742,1137.29,12.2,0.0,1.7,5.141,0.0,0.1117216911430845
2023-04-01 21:20:00+00:00,132.55813,1152.39,12.2,0.0,1.7,5.141,0.0,0.1117216911430845
2023-04-01 21:25:00+00:00,132.19334,1148.53,12.2,0.0,1.7,5.141,0.0,0.1117216911430845
2023-04-01 21:30:00+00:00,101.515,1114.32,12.3,0.272,3.547,6.59,0.136,37051.64551676454
2023-04-01 21:35:00+00:00,112.2881,1105.73,12.3,0.272,3.547,6.59,0.136,37051.64551676454
2023-04-01 21:40:00+00:00,104.12343,1121.73,12.3,0.272,3.547,6.59,0.136,37051.64551676454
2023-04-01 21:45:00+00:00,99.1286,1110.63,12.3,0.272,3.547,6.59,0.136,37051.64551676454
2023-04-01 21:50:00+00:00,46.01998,1066.83,12.3,0.272,3.547,6.59,0.136,37051.64551676454
